5 5 14 56 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 56 0.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 32 -4.6000e+01 0.0000e+00 0.0000e+00 0
3 1 20 80 3.3000e+01 1.0000e+00 1.6000e+01 8
4 7 39 156 1.0000e+00 0.0000e+00 0.0000e+00 0
NaN NaN NaN NaN NaN NaN NaN NaN
10 6 8 32 -4.6000e+01 0.0000e+00 0.0000e+00 0
4 33 49 196 0.0000e+00 0.0000e+00 0.0000e+00 0
5 13 29 116 2.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 68 2.0000e+00 0.0000e+00 0.0000e+00 0
5 13 29 116 2.0000e+00 0.0000e+00 0.0000e+00 0
3 1 19 76 -4.7000e+01 1.0000e+00 3.5000e+01 8
4 7 38 152 0.0000e+00 0.0000e+00 0.0000e+00 0
NaN NaN NaN NaN NaN NaN NaN NaN
4 3 10 40 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 56 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 56 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 56 0.0000e+00 0.0000e+00 0.0000e+00 0
4 5 123 492 1.0000e+00 0.0000e+00 0.0000e+00 6
5 13 29 116 2.0000e+00 0.0000e+00 0.0000e+00 0
